BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
2638403,10071018971,jcbk,ncpic,E JAVAHER,01-02-2017 11:23
2445177,10085907656,jcbk,ncpic,E WALSH,01-02-2017 11:23
3182483,10087494687,acbk,nafic,FIC MORIART 2016,01-02-2017 11:23
3201802,10088284319,accd,nacd,CD 782.42166 K8375X,01-02-2017 11:23
3079821,10085896693,jcbk,nccomic,J741.5973 St972S 2015,01-02-2017 11:23
3177239,10088772073,acbk,nacomic,741.5973 W6347R03 2016,01-02-2017 11:23
3221909,10086883906,acbk,canf,346.73068 St356N 2016,01-02-2017 11:23
3078254,10086487518,accd,cacdnf,CD 305.48896 R12R 2015,01-02-2017 11:23
3162357,10087267554,acdvd,nadvd,DVD AND THE,01-02-2017 11:23
3122533,10056044166,acdvd,nadvd,DVD BATES M Season 3,01-02-2017 11:23
2737880,10073546979,acbk,nanf,641.5973 Am3597 2011,01-02-2017 11:23
3182067,10087661285,acbk,nanew,741.5973 V4651S06 2016,01-02-2017 11:23
3145753,10086746079,acbk,nanf,641.59494 G316A 2015,01-02-2017 11:23
2732410,10074603142,acbk,nanf,973.84092 G18M 2011,01-02-2017 11:23
3063201,10085250040,acbk,nanf,812.54 W6758G 2015,01-02-2017 11:23
3082359,10085090735,acbk,calpnf,248.4 M5756G 2014,01-02-2017 11:23
3118490,10059329556,acbk,nyfic,YA REYNOLD,01-02-2017 11:23
2632086,10070113757,accd,nacdnf,CD 812.54 N785N 2003,01-02-2017 11:23
2614603,10069151305,acbk,canf,745.4 H8381D 2009,01-02-2017 11:23
3206573,10086914933,acbk,nanf,641.5636 D3321V 2016,01-02-2017 11:23
3214279,10087545793,acdvd,nadvd,DVD LIGHTS,01-02-2017 11:23
3007030,10059380500,acbk,cafic,FIC BACKMAN 2014,01-02-2017 11:23
3202191,10087729140,jcbk,ncnew,E GRAVEL,01-02-2017 11:23
2673970,10071364029,jcbk,ncfic,J LORD,01-02-2017 11:24
3167797,10088992481,acdvd,nadvd,DVD FRANKEN,01-02-2017 11:24
3132336,10052487641,jcbk,nccomic,J741.5952 F9553L06 2015,01-02-2017 11:24
3163418,10089096449,jcbk,ncfic,J ROBERTS,01-02-2017 11:24
2500479,10076672988,jcbk,nccomic,J741.5952 Ih1P01 2008,01-02-2017 11:24
2732410,10074603134,acbk,nanf,973.84092 G18M 2011,01-02-2017 11:24
2846224,10077242229,acdvd,nadvd,KOREAN DVD POSU RU,01-02-2017 11:24
3216602,10087424114,jcbk,ccnf,J720 T198i 2016,01-02-2017 11:24
2609575,10069278231,acdvd,nadvd,JAPANESE DVD AIR,01-02-2017 11:24
2664093,10068174639,accd,cacd,CD 782.421642 H538H,01-02-2017 11:24
2725490,10074031427,acdvd,nadvd,JAPANESE DVD RANMA OSeason 4,01-02-2017 11:24
3136151,10086769949,acdvd,nadvd,DVD MISSION,01-02-2017 11:24
2676546,10071678303,acbk,nanf,641.5945 St79E 2010,01-02-2017 11:25
2946318,10081694167,acdvd,nadvd,DVD PURGE,01-02-2017 11:25
2542356,10062689327,acbk,canf,359.93309 M1808M 2008,01-02-2017 11:25
3197885,10087514203,acbk,nanew,909.0802 G588C 2009,01-02-2017 11:25
3195547,10087712682,jcbk,ncnew,J PLOURDE,01-02-2017 11:25
3199702,10087037833,acbk,nanf,616.8584 B4431T 2008,01-02-2017 11:25
2708623,10073908120,acbk,nafic,FIC SEE2011,01-02-2017 11:25
3068854,10084465060,acbk,namys,MYSTERY BRODY 2015,01-02-2017 11:25
2412583,10059129766,acbk,nafic,FIC SEE 2007,01-02-2017 11:25
3180060,10088455430,acbk,nanf,641.5636 T9305B 2016,01-02-2017 11:25
3172505,10087252309,acdvd,cadvd,DVD FIFTH W,01-02-2017 11:25
2615271,10069599065,acbk,namys,MYSTERY BURCELL2009,01-02-2017 11:25
3191054,10087137534,acbk,nyfic,YA CHILDS,01-02-2017 11:25
3046066,10083867092,acbk,nanf,648 K8364L 2014,01-02-2017 11:25
3054477,10084283554,acbk,nanf,641.5 G1994N 2014,01-02-2017 11:25
3204504,10086966867,acbk,nafic,FIC PARIS 2016,01-02-2017 11:25
3132456,10089060114,acbk,nanew,FIC GUSKIN 2016,01-02-2017 11:25
3202722,10088895387,acdvd,nadvd,DVD NOW YOU,01-02-2017 11:25
3218052,10087956263,acbk,nanf,791.45028 C852C 2016,01-02-2017 11:25
2657651,10070857643,acbk,cyfic,YA HARLAND,01-02-2017 11:25
3157005,10088694798,acbk,nanew,FIC POLINER 2016,01-02-2017 11:25
3183276,10088031835,acdvd,nadvd,DVD BY THE,01-02-2017 11:25
3029319,10083520410,acbk,nanf,158.1 G9455H 2014,01-02-2017 11:25
3065484,10086470225,acdvd,cadvd,DVD ROSEWAT,01-02-2017 11:25
3132388,10086567145,acdvd,cadvd,DVD TRAINWR,01-02-2017 11:25
2369966,10081609850,acdvd,cadvd,DVD SOMERSA,01-02-2017 11:25
2880964,10077366036,acbk,nanf,641.59118 H3696M 2006,01-02-2017 11:25
3214250,10087366273,acbk,nyfic,YA SHUSTER,01-02-2017 11:25
3160248,10087075932,acbk,nanf,640 B6972S 2016,01-02-2017 11:25
2352691,10079926035,acdvd,nadvd,DVD STAY,01-02-2017 11:25
2980484,10081219957,acdvd,nadvd,DVD TWELVE,01-02-2017 11:25
2857885,10076900074,jcbk,ccef,J/E KIRBY,01-02-2017 11:25
3099247,10086276606,acbk,nanf,641.5972 B3433M 2015,01-02-2017 11:25
380549,10088514277,acbk,nafic,FIC ROBBINS,01-02-2017 11:25
3220504,10087447941,jcdvd,ccdvd,DVD J PETES D,01-02-2017 11:25
2808094,10067302173,acdvd,nadvd,DVD RAINING,01-02-2017 11:25
3181755,10087157540,acdvd,cadvd,DVD ALLEGIA,01-02-2017 11:25
3178817,10088938609,acdvd,nadvdnf,DVD 792.7 C1943J 2015,01-02-2017 11:25
3010579,10082664557,acdvd,nadvd,DVD LAST TA Season 2,01-02-2017 11:25
3154378,10086779534,acbk,canf,648 K8364S 2016,01-02-2017 11:25
2663703,10080797359,jcbk,ncrdr,ER WEEKS,01-02-2017 11:26
3213554,10088355499,jcbk,ncnew,E BARNETT,01-02-2017 11:26
3131753,10059350586,jcbk,ncnew,J MILLS,01-02-2017 11:26
3130251,10059370790,acdvd,nadvd,DVD LAST MA Season 1,01-02-2017 11:26
3180756,10087653118,jcbk,ncnew,E STANGL,01-02-2017 11:26
3118774,10085758406,accd,cabocd,CD FIC EVANS,01-02-2017 11:26
3223559,10089636418,acdvd,cadvd,DVD SULLY,01-02-2017 11:26
3209487,10087724547,acbk,nanf,598.97 C1395H 2016,01-02-2017 11:26
3133252,10086628970,jcbk,ncrdr,ER FENTIMA,01-02-2017 11:26
2730426,10074048165,acdvd,nadvd,DVD MODERN Season 2,01-02-2017 11:26
2138521,10044835360,acbk,canf,951.902 T8499S 2002,01-02-2017 11:26
2446940,10076979292,acdvd,nadvd,DVD RAY BRA,01-02-2017 11:26
3077313,10085791746,acdvd,nadvd,FRENCH DVD HOMME D,01-02-2017 11:26
3038692,10083180728,acbk,cafic,FIC PICOULT 2014,01-02-2017 11:26
3195630,10087889290,jcbk,ncenf,J222.11052 B47121C 2016,01-02-2017 11:26
2968033,10082049643,acdvd,nadvd,DVD TOUCHIN Season 3,01-02-2017 11:26
3194934,10087896055,accd,nabocd,CD FIC WARE,01-02-2017 11:26
2101750,10086871257,acbk,nanew,FIC ISHIGUR,01-02-2017 11:26
3197466,10088131866,accd,nacdnf,CD 305.56209 V2772V 2016,01-02-2017 11:26
3191108,10088496350,acbk,nyfic,YA RIGGS,01-02-2017 11:26
3195121,10087906771,jcbk,ncnew,E BORANDO,01-02-2017 11:26
3202196,10086825774,jcbk,ncnew,E SCHULZ,01-02-2017 11:26
3172520,10088726343,acdvd,nadvd,DVD SPEAKIN,01-02-2017 11:26
3201928,10087961859,acbk,nanew,567.9 N144D 2016,01-02-2017 11:26
3063221,10085572393,jcbk,ncrdr,ER MARCH,01-02-2017 11:26
3196290,10088146773,acbk,nanf,155.232 D711S 2016,01-02-2017 11:26
3035285,10084287654,acdvd,nadvd,DVD RHYMES,01-02-2017 11:26
3217197,10086914362,jcbk,ncnew,E KERNAHA,01-02-2017 11:26
3207288,10087744107,jcbk,ncnew,E HERAS,01-02-2017 11:26
3231509,10087464193,accd,nacdnf,CD 612.8233 K1225L 2016,01-02-2017 11:26
3136151,10086769956,acdvd,nadvd,DVD MISSION,01-02-2017 11:26
2656728,10072134843,acbk,nanf,641.5954 B4696R 2009,01-02-2017 11:26
3126088,10059044999,acbk,casf,SCI-FIC CAMERON 2015,01-02-2017 11:27
1844983,10068405272,accd,nacd,CD 784.8 M338M,01-02-2017 11:27
2831768,10059189513,jcdvd,ncdvd,DVD J BARBIE,01-02-2017 11:27
3211171,10088184618,accd,nacdnf,CD B En367K 2016,01-02-2017 11:27
2484305,10060515771,jcbk,ncpic,E TESSLER,01-02-2017 11:27
3077814,10089106396,acbk,nanf,305.42 Ad45W 2015,01-02-2017 11:27
3215315,10087565403,jcbk,ncnew,E TABOR,01-02-2017 11:27
2969669,10081312992,jcbk,ncrdr,ER SADLER,01-02-2017 11:27
2904339,10080122269,acbk,cafic,FIC WECKER 2013,01-02-2017 11:27
3190944,10087151238,jcbk,ncnew,E PORTIS,01-02-2017 11:27
3023210,10084067080,acbk,nycomic,YA 741.5973 Aa75oT 2014,01-02-2017 11:27
2721916,10079013099,jcbk,ncef,J/E BRUEL,01-02-2017 11:27
3025502,10082912758,acbk,cafic,FIC TAYLOR 2014,01-02-2017 11:27
3153726,10087666946,jcbk,ncenf,J031.02 W392G 2016,01-02-2017 11:27
3015093,10082539320,jcbk,ncenf,J567.9 P382D 1991,01-02-2017 11:27
3093519,10054832745,jcbk,ncrdr,ER SCOLLON,01-02-2017 11:27
2480590,10060612461,acdvd,cadvd,DVD EAGLE V,01-02-2017 11:27
2684650,10083757137,jcbk,ncef,J/E ROY,01-02-2017 11:27
3030409,10083834027,jcbk,ncef,J/E ROY,01-02-2017 11:27
3060585,10084244515,jcbk,ncnew,E DYCKMAN,01-02-2017 11:27
3042110,10083558212,jcbk,ncpic,E KANEVSK,01-02-2017 11:27
2874248,10059273721,jcbk,ncrdr,ER PETE TH,01-02-2017 11:27
2979573,10081469545,acbk,nasf,SCI-FIC CAMERON 2014,01-02-2017 11:27
3176874,10088765812,jcbk,ncrdr,ER FENTIMA,01-02-2017 11:27
3106229,10086110409,acbk,nycomic,YA 741.5973 Aa75T01 2015,01-02-2017 11:27
3171655,10087908074,acbk,cafic,FIC HEMMING 2016,01-02-2017 11:27
92742,10069998747,jcbk,ncrdr,ER LOBEL,01-02-2017 11:27
2547791,10063135445,jcbk,ncenf,J636.5 H955C 2009,01-02-2017 11:27
3141320,10088751374,acbk,nanf,025.82096 H1833B 2016,01-02-2017 11:27
3035590,10083821149,jcbk,ncef,J/E ROY,01-02-2017 11:27
3053161,10083902592,jcbk,ncrdr,ER RYLANT,01-02-2017 11:27
3182623,10088948616,jcbk,ncnew,E STINSON,01-02-2017 11:27
3204161,10087219258,accd,nabocd,CD FIC HILL,01-02-2017 11:27
2404404,10088527618,accd,cacd,CD 782.42166 B6191G,01-02-2017 11:27
523023,10082717389,jcbk,ncrdr,ER WISEMAN,01-02-2017 11:27
3180732,10088462782,jcbk,ncnew,E CLIMO,01-02-2017 11:27
3122550,10054492128,acdvd,cadvd,DVD OUTLAND Season 1B,01-02-2017 11:27
2883550,10058901199,jcdvd,ncdvd,DVD J BARBIE,01-02-2017 11:27
3204785,10088363568,acbk,canew,641.5944 T392F 2016,01-02-2017 11:27
2957418,10082157131,acbk,nycomic,YA 741.5973 B433G02 2013,01-02-2017 11:27
2503943,10086891859,jcbk,nccomic,J741.5973 C8204B 2008,01-02-2017 11:27
3102724,10085542834,acbk,nycomic,YA 741.5973 D8792H 2015,01-02-2017 11:27
3202948,10086896403,acbk,nafic,FIC MEYER 2016,01-02-2017 11:28
3113915,10085142965,jcbk,ncspec,E VAMOS,01-02-2017 11:28
2100503,10043350585,jcbk,ncnf,J569.75 H3623i 2002,01-02-2017 11:28
3201656,10088902258,acbk,canew,MYSTERY HOLT 2016,01-02-2017 11:28
3061917,10086327029,acbk,nafic,FIC BALDACC 2015,01-02-2017 11:28
3048483,10083159995,acbk,namys,MYSTERY CORNWEL 2014,01-02-2017 11:28
2802317,10076249704,acbk,nanf,364.1523 M9113L 2012,01-02-2017 11:28
3217197,10086914420,jcbk,ncspec,E KERNAHA,01-02-2017 11:29
2549448,10066747386,acdvd,cadvdnf,DVD 211 R2799 2008,01-02-2017 11:29
2938627,10081875238,acbk,nalpfic,FIC GILBERT 2013,01-02-2017 11:29
2334054,10089081649,jcbk,ncpic,E LEE,01-02-2017 11:29
2859071,10079869474,accd,nabocd,CD MYSTERY GARDNER,01-02-2017 11:29
3190715,10087196415,acbk,nanf,700.92 M8342B 2016,01-02-2017 11:29
2917417,10079389986,jccd,nckit,CDJ Ar657H,01-02-2017 11:29
3082733,10085045085,accd,nacd,CD 784.3273 R4187F D4792,01-02-2017 11:29
2479246,10060462982,accd,cacd,CD 782.42166 T3669T,01-02-2017 11:29
2676601,10071688849,jcbk,ncpic,E WRIGHT,01-02-2017 11:29
3030446,10084456283,jcbk,ncpic,E NEWGARD,01-02-2017 11:29
2967007,10082070946,jcbk,ncenf,J629.892 St497R 2014,01-02-2017 11:29
3214570,10087996152,accd,cacd,CD 782.42166 SL25J,01-02-2017 11:29
3206618,10088361539,acdvd,nadvd,DVD ALICE T,01-02-2017 11:29
3222203,10090162701,jcbk,ncenf,J340.1 P348W 2016,01-02-2017 11:29
2847795,10077228137,acbk,nafic,FIC WHARTON 2008,01-02-2017 11:29
3219175,10086924205,jcbk,ncnew,J649.122 F772L 2016,01-02-2017 11:29
3180742,10087783691,jcbk,ncpic,E LODDING,01-02-2017 11:29
2492752,10087483342,jccd,nckit,CDJ H3926D,01-02-2017 11:29
3161549,10088997662,acbk,canf,391.00952 K5269K 2015,01-02-2017 11:29
2323710,10085892643,jcbk,nccomic,J741.5973 H73Bq 2005,01-02-2017 11:29
2690477,10073129677,accd,cacd,CD 782.14 So57S,01-02-2017 11:29
2845154,10078173373,accd,nacdnf,CD 294.3444 C4518C 2012,01-02-2017 11:29
3140280,10059198027,accd,cacd,CD 784.7184 C8131 n.2 C5035,01-02-2017 11:29
2883154,10083957406,jccd,nckit,CDJ C84M,01-02-2017 11:29
2898815,10080279945,accd,nacdnf,CD 294.34442 C4518W 2013,01-02-2017 11:29
3003791,10083495431,jcbk,ncenf,J362.4 T3661D 2001,01-02-2017 11:29
2683777,10071631088,jckit,nckit,CDJ B8141A,01-02-2017 11:29
2655294,10071990849,accd,nacdnf,CD 294.3444 C4518F 2010,01-02-2017 11:29
2271496,10086305116,jcbk,ncfic,J LEWIS,01-02-2017 11:29
2917976,10079373824,accd,cacd,CD 782.42166 C5798B,01-02-2017 11:29
2967187,10082233411,jcbk,ncenf,J362.76 M9901 2014,01-02-2017 11:29
3227833,10089931751,acdvd,cadvd,DVD SUTURE,01-02-2017 11:29
2845143,10077925138,accd,nabocd,CD MYSTERY BINGHAM,01-02-2017 11:29
2641089,10086095683,jccd,nckit,CDJ W111L,01-02-2017 11:29
2560917,10063227150,accd,nacdnf,CD 294.3444 C399T 2008,01-02-2017 11:29
3069098,10085028032,acbk,nasf,SCI-FIC SCHWAB 2015,01-02-2017 11:29
2465616,10072017766,accd,cacd,CD 782.42166 W371R,01-02-2017 11:29
2365600,10052208708,acbk,nanf,294.33727 C4518P 2006,01-02-2017 11:29
3218766,10087345152,acbk,nafic,FIC PICOULT 2016,01-02-2017 11:29
3044185,10083449248,acbk,nanf,391.00952 M5991K 2014,01-02-2017 11:29
2934708,10079462015,jcbk,ncfft,J398.2 Sh249H 2012,01-02-2017 11:29
3101448,10085668100,acbk,canf,306.85097 D4409H 2015,01-02-2017 11:29
2973287,10082149690,jcbk,ncpic,E LAREAU,01-02-2017 11:30
2253024,10066775288,acdvd,nadvd,DVD MIDSOME,01-02-2017 11:30
2444245,10082976720,jcbk,ncenf,J635 G3526V 2007,01-02-2017 11:30
2908979,10079463294,jcbk,ncfic,J HARRING,01-02-2017 11:30
2396316,10077738804,acdvd,nadvd,DVD BULLETS,01-02-2017 11:30
3099255,10086208344,acbk,nanf,641.815 T155C 2015,01-02-2017 11:30
2555497,10062989651,acdvd,nadvd,DVD TWIN PE,01-02-2017 11:30
3085871,10086358065,acbk,canf,914.21048 W5827L 2015,01-02-2017 11:30
3138649,10059205269,jcbk,ncenf,J621.8 W211S 2015,01-02-2017 11:30
3209482,10086813408,acbk,canew,368.382 M7226G 2016,01-02-2017 11:30
2761356,10075248657,jcbk,ncenf,J635 Z72S 2012,01-02-2017 11:30
2909950,10079352307,acdvd,nadvd,DVD BOY,01-02-2017 11:30
3176453,10088826747,acdvd,nadvd,DVD HAIL CA,01-02-2017 11:30
3008988,10082755066,accd,cacdnf,CD 448.3421 F8871 2002,01-02-2017 11:30
2686065,10072931784,jcbk,ncenf,J305.232 R6318N 1996,01-02-2017 11:30
2743331,10073369786,jcbk,ncpic,E ROSS,01-02-2017 11:30
2874107,10077453925,jcbk,ncenf,J303.32 R174D 2006,01-02-2017 11:30
2496024,10061494463,acbk,namys,MYSTERY COTTERI2008,01-02-2017 11:30
3184752,10088940308,jcbk,ncenf,J304.2 Sh78T 2016,01-02-2017 11:30
2581643,10067690585,acdvd,cadvdnf,DVD 448.3421 P239 2005,01-02-2017 11:30
2069879,10085252665,jcbk,ncenf,J305.232 M946W 2001,01-02-2017 11:30
2903494,10080617904,jcbk,ncpic,E ROSS,01-02-2017 11:30
3155298,10088712327,jcbk,ncenf,J629.47 L789S 2016,01-02-2017 11:30
3173464,10088563688,jcbk,ncnew,E STEEL,01-02-2017 11:30
2900045,10080241440,jcbk,ncnf,J303.6 Ol5i 2013,01-02-2017 11:30
2596250,10067672906,acdvd,cadvdnf,DVD 448.3421 F8871 2005,01-02-2017 11:30
2808539,10076241354,acbk,nalpfic,FIC MCLAUGH 2012,01-02-2017 11:30
3156281,10089055304,acdvd,nadvd,DVD GOODNIG,01-02-2017 11:30
2881152,10079149505,jcbk,ncenf,J618.92007 Z622A 2007,01-02-2017 11:30
3125153,10059053750,acdvd,nadvd,DVD ME AND,01-02-2017 11:30
3208144,10087946942,jcbk,ncenf,J305.8 R5426W 2016,01-02-2017 11:30
2142284,10076696656,jcbk,ncpic,E KEATS,01-02-2017 11:31
2984037,10082311415,acbk,nanf,612.8 K1239F 2014,01-02-2017 11:31
3118638,10086237418,jcbk,ncpic,E FREEDMA,01-02-2017 11:31
129695,101833937,acbk,canf,680 B691 1952,01-02-2017 11:31
3023111,10083802438,jcbk,ncpic,E MCMULLA,01-02-2017 11:31
2792335,10076362853,jcbk,ncpic,E NUMEROF,01-02-2017 11:31
3154405,10088984256,jcbk,ncenf,JB C617M 2016,01-02-2017 11:31
3211826,10088809347,jcbk,ncnf,J398.2454 Os17D 2015,01-02-2017 11:31
3199588,10087714621,jcdvd,ccdvd,DVD J JUNGLE,01-02-2017 11:31
3099808,10054815112,jcbk,ncpic,E KANN,01-02-2017 11:31
3146168,10089239213,acdvd,nadvd,DVD MARTIAN,01-02-2017 11:31
2701636,10073145897,acdvd,cadvd,DVD AGATHA v.2,01-02-2017 11:31
2762434,10075235233,jcbk,ncpic,E BARCLAY,01-02-2017 11:31
3147046,10087332978,acdvd,cadvd,DVD GAME OF Season 5,01-02-2017 11:31
3195108,10087161039,jcbk,ncnew,E MOORE,01-02-2017 11:31
2372140,10086731535,jcbk,ncpic,E MCMULLA,01-02-2017 11:31
3213547,10088357347,jcbk,ncnew,E EDWARDS,01-02-2017 11:31
3176508,10087854344,acdvd,nadvd,WITOTO DVD ABRAZO,01-02-2017 11:31
2478309,10060635223,jcbk,ncpic,E MANOS,01-02-2017 11:31
3166312,10087797329,jcbk,ncrdr,ER MAN-KON,01-02-2017 11:31
3115913,10085992930,jcbk,ncpic,E BATEMAN,01-02-2017 11:31
2900103,10080257750,acdvd,cadvd,DVD BEAUTIF,01-02-2017 11:31
2465665,10072201055,jcbk,ncpic,E KANN,01-02-2017 11:31
1928121,10082223800,accd,cacd,CD 782.42166 T344T,01-02-2017 11:31
3167666,10088688683,acdvd,cadvd,DVD SCOTT A Season 4,01-02-2017 11:31
3222622,10090163154,jcbk,ncpic,E FERGUS,01-02-2017 11:31
3048491,10085292778,jcbk,ncrdr,ER LAGONEG,01-02-2017 11:31
3030520,10086757415,aceq,nanf,SPL Hotspot,01-02-2017 11:31
2856771,10088760862,jcbk,ncpic,E HUELIN,01-02-2017 11:31
3107184,10052415550,acdvd,cadvd,DVD MIDSOME Series 17,01-02-2017 11:31
3207306,10087756721,jcbk,ncnew,E MACIVER,01-02-2017 11:31
1801775,10084124410,jcbk,ncpic,E SEUSS,01-02-2017 11:32
3019524,10083720044,acdvd,cadvd,DVD MUSKETE Season 1,01-02-2017 11:32
3180192,10087722764,acbk,nanf,818.5402 B2795B 2016,01-02-2017 11:32
3090625,10085639119,jcbk,ncpic,E KING,01-02-2017 11:32
2908934,10090170464,jcbk,ccpic,E SEUSS,01-02-2017 11:32
2922746,10088921837,jccd,ccbocd,CDJ D1376B,01-02-2017 11:32
3210631,10086939336,jcbk,ccnf,J940.5317 H994i 2016,01-02-2017 11:32
3193099,10088007082,acdvd,cadvd,DVD MILES A,01-02-2017 11:32
3155305,10089131188,accd,nacd,CD 782.42166 B679B,01-02-2017 11:32
2679699,10087679733,jccd,ccbocd,CDJ C5807R,01-02-2017 11:32
2985429,10082101758,accd,nabocd,CD FIC KASISCH,01-02-2017 11:32
2982540,10082350868,jcbk,ncpic,E MANN,01-02-2017 11:32
3060577,10084225159,jcbk,ncpic,E MALONEY,01-02-2017 11:32
2413657,10057897331,jcbk,ccnf,J629.45009 K9554R 2007,01-02-2017 11:32
69039,10074096099,jcbk,ncfic,J SILVERS,01-02-2017 11:32
2412101,10087425293,acbk,namys,MYSTERY CRAIS 1993,01-02-2017 11:32
3147038,10089223738,acdvd,cadvd,DVD BLACK M,01-02-2017 11:32
2357467,10085592284,jcbk,ncpic,E LONDON,01-02-2017 11:32
3126847,10056016214,jcbk,ccnf,J940.53 W6707W 2015,01-02-2017 11:32
7535,10080346520,jcbk,ncpic,E CARLE,01-02-2017 11:32
1637138,10085237211,acbk,nafic,FIC CAMUS 1989,01-02-2017 11:32
3209933,10088871131,acbk,canf,523.1 T988W 2016,01-02-2017 11:32
2774630,10076743193,acbk,nanf,796.51097 P856C 2012,01-02-2017 11:32
2539473,10087334065,acdvd,cadvd,DVD BLUE MU Season 3,01-02-2017 11:32
2661633,10072153058,jcbk,ncpic,E MALASPI,01-02-2017 11:32
2672405,10081608902,acbk,namys,MYSTERY SJOWALL 2009,01-02-2017 11:32
1608515,10029022216,acbk,cs6,303.34 HEIFER 1994,01-02-2017 11:32
3126202,10052475224,acbk,casf,SCI-FIC OKORAFO 2015,01-02-2017 11:33
3214610,10086902425,acbk,canew,811.54 G4498A 2016,01-02-2017 11:33
2690809,10083163401,acdvd,nadvd,DVD FOXY BR,01-02-2017 11:33
400555,10077502440,acbk,canf,649.122 Am38Ya,01-02-2017 11:33
2875727,10077526381,accd,cacd,CD 782.42166 St2995D,01-02-2017 11:33
3161579,10089220924,acbk,nanf,005.432 M5838K 2016,01-02-2017 11:33
3019479,10083090794,acdvd,nadvd,DVD BREATHE,01-02-2017 11:33
3082009,10085824521,acbk,nanf,128.2 H3142L 2013,01-02-2017 11:33
3146168,10089239270,acdvd,nadvd,DVD MARTIAN,01-02-2017 11:33
3168596,10087295662,acdvd,nadvdnf,DVD 338.761 J579S 2016,01-02-2017 11:33
2962471,10082223248,acdvd,nadvd,DVD SWITCH,01-02-2017 11:33
2312394,10074782227,acbk,canf,649.122 Am37Y 1983,01-02-2017 11:33
3122534,10085181575,acdvd,nadvd,MAORI DVD DEAD LA,01-02-2017 11:33
3176474,10087206792,acdvd,nadvd,DVD TRIPLE,01-02-2017 11:33
3068386,10084032845,acdvd,nadvd,DVD ST VINC,01-02-2017 11:33
3066246,10086444626,acdvd,nadvd,DVD FINAL P,01-02-2017 11:34
2371425,10061429766,jcbk,ccfic,J BLUME,01-02-2017 11:34
